shipment_id,order_id,carrier,product_id,product_name,quantity,price_per_unit,total_amount,shipment_date
338,367,Почта России,1006,Амортизатор передний,5,200.82,1004.1,2025-02-01
339,368,Почта России,1006,Амортизатор передний,1,205.49,205.49,2025-10-12
340,369,Деловые линии,1014,Аккумулятор 75Ah,7,341.49,2390.4,2025-01-11
341,370,Байкал Сервис,1006,Амортизатор передний,14,239.52,3353.34,2025-08-25
342,371,Деловые линии,1001,Тормозные колодки передние,15,379.24,5688.58,2025-10-17
343,372,СДЭК,1018,Щётки стеклоочистителя,4,211.71,846.85,2025-05-05
344,373,СДЭК,1014,Аккумулятор 75Ah,3,282.8,848.41,2025-12-16
345,374,Почта России,1002,Тормозные колодки задние,13,175.97,2287.67,2025-07-01
346,375,Деловые линии,1013,Аккумулятор 60Ah,4,334.14,1336.57,2025-08-02
347,378,Деловые линии,1009,Помпа водяная,15,293.25,4398.8,2025-11-18
348,379,Почта России,1004,Воздушный фильтр,17,146.53,2491.05,2025-02-18
349,380,Почта России,1018,Щётки стеклоочистителя,11,175.3,1928.27,2025-01-17
350,381,СДЭК,1017,Тормозная жидкость DOT-4,4,250.49,1001.97,2025-07-25
351,382,Деловые линии,1001,Тормозные колодки передние,7,377.67,2643.7,2025-01-13
352,383,Деловые линии,1015,Моторное масло 5W-40,16,307.98,4927.67,2025-02-16
353,384,Байкал Сервис,1018,Щётки стеклоочистителя,9,240.7,2166.33,2025-05-05
354,385,ПЭК,1010,Радиатор охлаждения,15,292.8,4392.04,2025-05-24
355,386,Байкал Сервис,1008,Ремень ГРМ,18,240.79,4334.19,2025-10-07
356,387,СДЭК,1014,Аккумулятор 75Ah,7,207.19,1450.31,2025-10-10
357,388,Деловые линии,1011,Генератор,1,302.83,302.83,2025-03-20
358,389,Деловые линии,1008,Ремень ГРМ,4,355.36,1421.44,2025-10-17
359,390,Деловые линии,1008,Ремень ГРМ,4,360.41,1441.64,2025-01-20
360,391,Байкал Сервис,1012,Стартер,6,317.95,1907.68,2025-06-09
361,392,СДЭК,1007,Амортизатор задний,19,200.98,3818.56,2025-07-12
362,393,Деловые линии,1006,Амортизатор передний,17,382.08,6495.41,2025-03-28
363,394,Деловые линии,1009,Помпа водяная,6,286.66,1719.98,2025-02-16
364,395,ПЭК,1007,Амортизатор задний,6,335.89,2015.32,2025-04-18
365,396,ПЭК,1004,Воздушный фильтр,15,316.03,4740.4,2025-10-24
366,397,СДЭК,1019,Лампы H4,16,286.67,4586.72,2025-11-05
367,398,Почта России,1018,Щётки стеклоочистителя,9,155.92,1403.31,2025-03-13
368,400,Байкал Сервис,1016,Антифриз G12,20,319.67,6393.36,2025-09-30
369,401,Почта России,1012,Стартер,11,155.66,1712.22,2025-09-01
370,402,Байкал Сервис,1001,Тормозные колодки передние,12,227.91,2734.92,2025-04-30
371,403,СДЭК,1001,Тормозные колодки передние,17,263.75,4483.78,2025-04-27
372,404,Почта России,1017,Тормозная жидкость DOT-4,4,185.21,740.83,2025-08-23
373,405,Байкал Сервис,1015,Моторное масло 5W-40,14,267.85,3749.87,2025-10-19
374,406,СДЭК,1015,Моторное масло 5W-40,13,234.11,3043.45,2025-02-16
375,407,ПЭК,1015,Моторное масло 5W-40,19,332.05,6308.91,2025-09-14
376,408,Деловые линии,1009,Помпа водяная,14,300.41,4205.73,2025-12-07
377,409,Деловые линии,1020,Лампы H7,7,265.17,1856.2,2025-11-15
378,410,Почта России,1012,Стартер,13,202.8,2636.46,2025-07-18
379,411,Байкал Сервис,1004,Воздушный фильтр,16,231.11,3697.78,2025-11-03
380,412,Байкал Сервис,1006,Амортизатор передний,14,317.8,4449.24,2025-10-06
381,413,Почта России,1020,Лампы H7,17,149.91,2548.45,2025-06-26
382,414,Почта России,1019,Лампы H4,13,202.17,2628.18,2025-12-06
383,415,Байкал Сервис,1003,Масляный фильтр,14,228.04,3192.5,2025-08-28
384,416,Почта России,1007,Амортизатор задний,4,194.42,777.69,2025-05-16
385,417,Почта России,1008,Ремень ГРМ,12,207.55,2490.55,2025-02-21
386,418,ПЭК,1002,Тормозные колодки задние,6,337.49,2024.93,2025-09-21
387,419,СДЭК,1019,Лампы H4,6,295.84,1775.07,2025-01-09
388,420,Деловые линии,1011,Генератор,18,262.45,4724.07,2025-05-04
389,421,Почта России,1015,Моторное масло 5W-40,10,208.89,2088.91,2025-09-28
390,422,Почта России,1014,Аккумулятор 75Ah,19,192.97,3666.44,2025-01-24
391,423,СДЭК,1003,Масляный фильтр,10,278.81,2788.1,2025-09-15
392,425,ПЭК,1014,Аккумулятор 75Ah,12,247.22,2966.61,2025-02-19
393,426,Байкал Сервис,1005,Свечи зажигания,17,244.07,4149.13,2025-06-19
394,427,Деловые линии,1020,Лампы H7,2,303.98,607.97,2025-06-26
395,428,Байкал Сервис,1014,Аккумулятор 75Ah,20,270.12,5402.35,2025-01-02
396,429,Почта России,1016,Антифриз G12,17,198.08,3367.39,2025-01-15
397,430,Байкал Сервис,1001,Тормозные колодки передние,12,288.94,3467.34,2025-05-05
398,431,Байкал Сервис,1012,Стартер,1,288.75,288.75,2025-09-25
399,433,Деловые линии,1013,Аккумулятор 60Ah,15,311.23,4668.49,2025-08-01
400,434,Байкал Сервис,1005,Свечи зажигания,10,303.97,3039.74,2025-08-22
401,435,Почта России,1020,Лампы H7,6,188.37,1130.22,2025-08-02
402,436,Почта России,1009,Помпа водяная,14,182.09,2549.26,2025-05-21
403,438,Деловые линии,1005,Свечи зажигания,14,265.3,3714.24,2025-03-29
404,441,ПЭК,1009,Помпа водяная,8,244.97,1959.77,2025-01-15
405,442,Деловые линии,1003,Масляный фильтр,11,334.41,3678.55,2025-03-19
406,444,Байкал Сервис,1009,Помпа водяная,2,220.69,441.37,2025-04-13
407,445,СДЭК,1013,Аккумулятор 60Ah,8,233.68,1869.44,2025-08-01
408,446,Почта России,1020,Лампы H7,1,207.34,207.34,2025-02-12
409,447,СДЭК,1020,Лампы H7,7,287.75,2014.26,2025-05-06
410,448,Деловые линии,1004,Воздушный фильтр,18,292.47,5264.54,2025-12-05
411,449,Деловые линии,1017,Тормозная жидкость DOT-4,13,317.11,4122.41,2025-02-24
412,450,ПЭК,1014,Аккумулятор 75Ah,16,234.14,3746.18,2025-11-05
413,451,Байкал Сервис,1009,Помпа водяная,5,235.4,1177.02,2025-10-01
414,452,Почта России,1003,Масляный фильтр,10,193.07,1930.67,2025-09-30
415,453,СДЭК,1002,Тормозные колодки задние,9,208.15,1873.31,2025-10-07
416,455,Байкал Сервис,1009,Помпа водяная,20,217.0,4340.04,2025-01-08
417,456,Почта России,1012,Стартер,20,160.14,3202.79,2025-05-10
418,457,ПЭК,1019,Лампы H4,12,276.75,3320.97,2025-06-17
419,459,СДЭК,1014,Аккумулятор 75Ah,2,221.57,443.14,2025-04-26
420,460,СДЭК,1001,Тормозные колодки передние,16,273.91,4382.51,2025-04-26
421,461,Деловые линии,1010,Радиатор охлаждения,15,369.0,5535.02,2025-12-21
422,462,Почта России,1005,Свечи зажигания,5,172.97,864.83,2025-04-28
423,463,Байкал Сервис,1019,Лампы H4,10,244.33,2443.34,2025-10-14
424,464,Байкал Сервис,1017,Тормозная жидкость DOT-4,14,308.03,4312.37,2025-06-11
425,466,СДЭК,1012,Стартер,1,226.16,226.16,2025-09-26
426,467,Почта России,1015,Моторное масло 5W-40,7,158.64,1110.47,2025-08-02
427,468,ПЭК,1017,Тормозная жидкость DOT-4,14,282.0,3947.98,2025-11-04
428,469,Деловые линии,1015,Моторное масло 5W-40,2,376.36,752.71,2025-08-28
429,470,СДЭК,1012,Стартер,19,295.24,5609.58,2025-01-11
430,471,Байкал Сервис,1006,Амортизатор передний,9,239.13,2152.14,2025-02-24
431,472,СДЭК,1014,Аккумулятор 75Ah,16,210.52,3368.3,2025-05-02
432,473,ПЭК,1015,Моторное масло 5W-40,11,274.74,3022.09,2025-08-09
433,474,Почта России,1011,Генератор,19,172.85,3284.15,2025-12-23
434,475,Деловые линии,1018,Щётки стеклоочистителя,11,351.45,3865.94,2025-02-24
435,476,Почта России,1014,Аккумулятор 75Ah,13,198.08,2575.02,2025-10-13
436,477,Байкал Сервис,1015,Моторное масло 5W-40,3,297.75,893.24,2025-02-01
437,478,СДЭК,1011,Генератор,15,203.96,3059.4,2025-03-21
438,479,Почта России,1005,Свечи зажигания,19,191.74,3643.09,2025-12-31
439,480,Почта России,1017,Тормозная жидкость DOT-4,1,149.21,149.21,2025-11-19
440,481,Почта России,1015,Моторное масло 5W-40,5,191.46,957.3,2025-10-31
441,482,ПЭК,1017,Тормозная жидкость DOT-4,15,316.05,4740.73,2025-03-02
442,483,Почта России,1014,Аккумулятор 75Ah,17,160.17,2722.91,2025-05-25
443,484,СДЭК,1001,Тормозные колодки передние,1,218.04,218.04,2025-08-30
444,485,Деловые линии,1014,Аккумулятор 75Ah,16,311.55,4984.87,2025-07-08
445,488,Почта России,1010,Радиатор охлаждения,9,187.85,1690.61,2025-04-02
446,489,Байкал Сервис,1009,Помпа водяная,19,268.7,5105.28,2025-10-29
447,490,Почта России,1003,Масляный фильтр,5,172.99,864.97,2025-03-26
448,491,Байкал Сервис,1011,Генератор,12,250.18,3002.21,2025-08-01
449,492,СДЭК,1006,Амортизатор передний,8,252.1,2016.78,2025-04-27
450,493,Почта России,1009,Помпа водяная,6,171.56,1029.38,2025-04-09
451,494,ПЭК,1018,Щётки стеклоочистителя,7,323.41,2263.85,2025-04-15
452,495,Почта России,1004,Воздушный фильтр,17,190.83,3244.18,2025-12-11
453,496,СДЭК,1001,Тормозные колодки передние,14,267.96,3751.41,2025-11-26
454,498,ПЭК,1010,Радиатор охлаждения,17,268.22,4559.66,2025-04-17
455,499,СДЭК,1001,Тормозные колодки передние,6,250.53,1503.15,2025-12-20
456,500,Байкал Сервис,1009,Помпа водяная,2,261.05,522.09,2025-07-26
457,501,Байкал Сервис,1006,Амортизатор передний,10,246.6,2465.97,2025-02-06
458,502,Почта России,1016,Антифриз G12,11,193.57,2129.3,2025-04-22
459,503,Почта России,1015,Моторное масло 5W-40,4,189.35,757.39,2025-08-18
460,504,ПЭК,1004,Воздушный фильтр,12,263.88,3166.55,2025-10-31
461,505,ПЭК,1013,Аккумулятор 60Ah,9,251.11,2259.98,2025-04-22
462,506,СДЭК,1014,Аккумулятор 75Ah,13,272.16,3538.13,2025-08-24
463,507,СДЭК,1009,Помпа водяная,16,289.8,4636.72,2025-08-17
464,508,Почта России,1009,Помпа водяная,2,186.37,372.75,2025-09-26
465,509,СДЭК,1013,Аккумулятор 60Ah,3,210.4,631.19,2025-03-28
466,510,Байкал Сервис,1015,Моторное масло 5W-40,18,229.09,4123.61,2025-12-07
467,511,ПЭК,1008,Ремень ГРМ,9,241.45,2173.03,2025-11-16
468,512,СДЭК,1006,Амортизатор передний,9,295.49,2659.4,2025-02-16
469,513,Байкал Сервис,1002,Тормозные колодки задние,5,270.3,1351.48,2025-11-22
470,514,СДЭК,1010,Радиатор охлаждения,17,279.68,4754.52,2025-03-31
471,515,Деловые линии,1008,Ремень ГРМ,3,368.09,1104.28,2025-04-16
472,516,Деловые линии,1009,Помпа водяная,15,267.93,4018.91,2025-08-29
473,517,Деловые линии,1014,Аккумулятор 75Ah,2,350.47,700.95,2025-08-30
474,518,ПЭК,1010,Радиатор охлаждения,2,249.35,498.7,2025-11-13
475,519,ПЭК,1007,Амортизатор задний,3,310.27,930.8,2025-10-11
476,520,ПЭК,1018,Щётки стеклоочистителя,20,243.21,4864.26,2025-05-10
477,521,СДЭК,1014,Аккумулятор 75Ah,14,274.12,3837.73,2025-01-02
478,522,ПЭК,1017,Тормозная жидкость DOT-4,13,294.25,3825.25,2025-12-11
479,524,СДЭК,1008,Ремень ГРМ,7,219.13,1533.9,2025-11-11
480,526,СДЭК,1011,Генератор,3,271.11,813.33,2025-11-28
481,527,Байкал Сервис,1019,Лампы H4,7,322.64,2258.49,2025-01-27
482,528,СДЭК,1012,Стартер,10,231.69,2316.94,2025-07-23
483,529,Байкал Сервис,1019,Лампы H4,11,256.36,2819.96,2025-10-19
484,530,Байкал Сервис,1007,Амортизатор задний,20,319.24,6384.88,2025-06-28
485,531,Байкал Сервис,1015,Моторное масло 5W-40,14,285.2,3992.77,2025-01-05
486,532,Байкал Сервис,1003,Масляный фильтр,11,257.48,2832.29,2025-04-25
487,533,СДЭК,1012,Стартер,19,224.54,4266.33,2025-09-12
488,534,ПЭК,1019,Лампы H4,2,252.94,505.88,2025-03-22
489,535,Байкал Сервис,1003,Масляный фильтр,8,310.88,2487.05,2025-12-18
490,536,Байкал Сервис,1009,Помпа водяная,6,267.93,1607.56,2025-09-09
491,537,Почта России,1003,Масляный фильтр,4,146.5,586.01,2025-01-22
